chip,d2m,t2m,skt,stl1,stl2,stl3,stl4,tp
chip_20160101_L30_T36QYL_2015337T080116_9_11.tif,281.3288879394531,290.4026794433594,291.8056641,291.9397888183594,293.3237305,297.14837646484375,302.1505126953125,2.2252720555115957e-06
chip_20160101_L30_T36QZK_2015337T080116_0_2.tif,281.9343566894531,290.0413513183594,291.7451172,291.8851013183594,293.3295898,297.23626708984375,302.5020751953125,3.0969899853516836e-06
chip_20160101_L30_T36QZK_2015337T080116_0_4.tif,280.9851379394531,289.6976013183594,292.0048828,292.1526794433594,293.7163086,297.89642333984375,303.1817626953125,2.64250456893933e-06
chip_20160101_L30_T37QBE_2015337T080116_2_3.tif,283.3738098144531,290.6018981933594,292.6513672,292.8089294433594,294.4995117,298.90618896484375,303.1641845703125,1.4235607523005456e-05
chip_20160101_L30_T37QBE_2015337T080116_3_2.tif,284.1511535644531,291.2503356933594,292.7607422,292.8929138183594,294.2338867,297.91595458984375,302.7677001953125,1.823656930355355e-05
chip_20160101_L30_T37QBE_2015337T080116_3_3.tif,283.3738098144531,290.6018981933594,292.6513672,292.8089294433594,294.4995117,298.90618896484375,303.1641845703125,1.4235607523005456e-05
chip_20160101_L30_T37QBE_2015337T080116_6_5.tif,285.1335754394531,292.1370544433594,293.6513672,294.0784606933594,295.3178711,298.88470458984375,303.7872314453125,2.432369365124032e-05
chip_20160101_L30_T38PLS_2015336T072112_2_7.tif,288.4909973144531,292.7425231933594,296.3388672,296.7015075683594,297.0229492,297.85540771484375,300.2716064453125,0.000966651
chip_20160101_L30_T38PLS_2015336T072112_4_5.tif,291.0183410644531,296.2054138183594,299.3818359,299.8792419433594,300.2416992,301.19915771484375,304.0821533203125,0.000861836
chip_20160101_L30_T40REP_2015335T063357_10_7.tif,,,,,,,,
chip_20160101_L30_T40REP_2015335T063357_9_6.tif,285.0163879394531,292.8772888183594,294.0166016,294.4495544433594,295.4799805,297.77142333984375,303.4552001953125,0.000393202
chip_20160101_L30_T42RYN_2015336T053844_5_11.tif,281.2195129394531,293.0686950683594,295.0927734,295.3636169433594,296.0561523,297.43548583984375,300.8536376953125,3.171495791320922e-06
chip_20160101_L30_T42RYQ_2015336T053756_11_2.tif,280.2331848144531,289.9983825683594,292.1142578,292.3558044433594,293.1928711,294.79876708984375,298.6993408203125,2.1410516637843102e-05
chip_20160101_L30_T42RYR_2015336T053756_11_11.tif,280.3738098144531,289.6390075683594,291.4833984,291.7620544433594,292.6577148,294.35736083984375,298.7559814453125,1.3982576092530508e-06
chip_20160101_L30_T42RYR_2015336T053756_12_11.tif,280.3191223144531,289.6311950683594,291.4169922,291.7171325683594,292.597168,294.27923583984375,298.6993408203125,1.3759058674622793e-06
chip_20160101_L30_T43RBL_2015336T053756_1_8.tif,280.4304504394531,289.3636169433594,291.2919922,291.5608825683594,292.4506836,294.16009521484375,298.1993408203125,8.692663300280401e-07
chip_20160101_L30_T43RBL_2015336T053756_4_9.tif,280.3679504394531,289.4593200683594,291.2919922,291.5940856933594,292.4858398,294.19525146484375,298.3712158203125,8.022111046557256e-07
chip_20160101_S30_T37QDF_2015333T075252_12_7.tif,285.2019348144531,294.8108825683594,296.5595703,296.6702575683594,297.0620117,299.28509521484375,305.2266845703125,0.000193117
chip_20160101_S30_T37QDF_2015333T075252_12_8.tif,285.8816223144531,295.1663513183594,296.6279297,297.1272888183594,297.5561523,299.71673583984375,305.4747314453125,0.000199681
chip_20160101_S30_T37QDU_2015333T075252_8_10.tif,290.2663879394531,293.5784606933594,295.7646484,296.0765075683594,296.9682617,299.23040771484375,303.3106689453125,0.00174245
chip_20160101_S30_T37QDU_2015333T075252_9_10.tif,290.2663879394531,293.5784606933594,295.7646484,296.0765075683594,296.9682617,299.23040771484375,303.3106689453125,0.00174245
chip_20160101_S30_T37QDV_2015333T075252_9_8.tif,291.1355285644531,295.5823669433594,296.8505859,297.1331481933594,297.9506836,299.87884521484375,304.4337158203125,0.001182285
chip_20160101_S30_T37QEF_2015333T075252_0_7.tif,285.2019348144531,294.8108825683594,296.5595703,296.6702575683594,297.0620117,299.28509521484375,305.2266845703125,0.000193117
chip_20160101_S30_T37QEF_2015333T075252_0_8.tif,285.8816223144531,295.1663513183594,296.6279297,297.1272888183594,297.5561523,299.71673583984375,305.4747314453125,0.000199681
chip_20160101_S30_T37QEF_2015333T075252_0_9.tif,285.8816223144531,295.1663513183594,296.6279297,297.1272888183594,297.5561523,299.71673583984375,305.4747314453125,0.000199681
chip_20160101_S30_T37QEF_2015333T075252_2_8.tif,284.4890441894531,294.7757263183594,296.6337891,296.7640075683594,297.3510742,300.00579833984375,305.5684814453125,0.000183937
chip_20160101_S30_T37QEF_2015333T075252_3_8.tif,283.7878723144531,294.6253356933594,297.1181641,297.2386169433594,297.9799805,301.21087646484375,306.5235595703125,0.000187581
chip_20160101_S30_T39QXV_2015335T070402_10_4.tif,278.5632629394531,292.0491638183594,293.9052734,294.0101013183594,295.1987305,298.52532958984375,303.0411376953125,1.1151355465699453e-06
chip_20160101_S30_T39QXV_2015335T070402_10_5.tif,278.4460754394531,291.7972106933594,293.4423828,293.5452575683594,294.7045898,297.95697021484375,302.4141845703125,1.040629740600707e-06
chip_20160101_S30_T39QXV_2015335T070402_11_4.tif,278.7117004394531,292.1702575683594,293.8798828,293.9866638183594,295.1850586,298.54876708984375,303.0899658203125,9.437721359972784e-07
chip_20160101_S30_T39QXV_2015335T070402_11_5.tif,278.6296691894531,291.9690856933594,293.5869141,293.6897888183594,294.8530273,298.12493896484375,302.6094970703125,9.139698136095831e-07
chip_20160201_L30_T28QGL_2016004T111858_10_2.tif,267.25091552734375,292.6488037109375,293.2602844238281,293.25482177734375,293.4937744140625,295.63909912109375,301.7361145019531,2.8577842385857366e-06
chip_20160201_L30_T28QGL_2016004T111858_10_3.tif,267.16497802734375,292.6390380859375,293.1763000488281,293.17083740234375,293.4136962890625,295.56097412109375,301.6423645019531,3.6326446206658147e-06
chip_20160201_L30_T28QGL_2016004T111858_11_2.tif,267.25091552734375,292.6488037109375,293.2602844238281,293.25482177734375,293.4937744140625,295.63909912109375,301.7361145019531,2.8577842385857366e-06
chip_20160201_L30_T28QGL_2016004T111858_11_4.tif,267.16497802734375,292.6390380859375,293.1763000488281,293.17083740234375,293.4136962890625,295.56097412109375,301.6423645019531,3.6326446206658147e-06
chip_20160201_L30_T28QGL_2016004T111858_11_5.tif,267.09857177734375,292.6468505859375,293.2544250488281,293.25091552734375,293.5035400390625,295.67230224609375,301.7361145019531,5.562344995269086e-06
chip_20160201_L30_T28QGL_2016004T111858_12_2.tif,267.25091552734375,292.6488037109375,293.2602844238281,293.25482177734375,293.4937744140625,295.63909912109375,301.7361145019531,2.8577842385857366e-06
chip_20160201_L30_T28QGL_2016004T111858_4_11.tif,266.89544677734375,292.4769287109375,292.8989562988281,292.90130615234375,293.1793212890625,295.01019287109375,301.2243957519531,4.839638677367475e-06
chip_20160201_L30_T28QGL_2016004T111858_5_11.tif,266.89544677734375,292.4769287109375,292.8989562988281,292.90130615234375,293.1793212890625,295.01019287109375,301.2243957519531,4.839638677367475e-06
chip_20160201_L30_T28QGL_2016004T111858_6_10.tif,266.93646240234375,292.6781005859375,293.2739562988281,293.27630615234375,293.5718994140625,295.81488037109375,301.8044738769531,7.3802866609185e-06
chip_20160201_L30_T28QGL_2016004T111858_7_11.tif,266.89544677734375,292.4769287109375,292.8989562988281,292.90130615234375,293.1793212890625,295.01019287109375,301.2243957519531,4.839638677367475e-06
chip_20160201_L30_T28QGL_2016004T111858_8_6.tif,267.03607177734375,292.6683349609375,293.4048156738281,293.40130615234375,293.6636962890625,295.85784912109375,301.9021301269531,7.864574399718549e-06
chip_20160201_L30_T28QGL_2016004T111858_9_2.tif,267.25091552734375,292.6488037109375,293.2602844238281,293.25482177734375,293.4937744140625,295.63909912109375,301.7361145019531,2.8577842385857366e-06
chip_20160201_L30_T28QGL_2016004T111858_9_3.tif,267.16497802734375,292.6390380859375,293.1763000488281,293.17083740234375,293.4136962890625,295.56097412109375,301.6423645019531,3.6326446206658147e-06
chip_20160201_L30_T28QGL_2016004T111858_9_4.tif,267.16497802734375,292.6390380859375,293.1763000488281,293.17083740234375,293.4136962890625,295.56097412109375,301.6423645019531,3.6326446206658147e-06
chip_20160201_L30_T29RKJ_2016004T111811_2_11.tif,268.62982177734375,291.6683349609375,292.5805969238281,292.58880615234375,292.9312744140625,295.22308349609375,301.7615051269531,1.15160128189018e-06
chip_20160201_L30_T36QYK_2016004T080113_12_0.tif,284.08099365234375,292.6234130859375,294.8481750488281,294.80950927734375,294.8277587890625,296.39300537109375,301.8376770019531,1.7029442460625432e-06
chip_20160201_L30_T36QYK_2016004T080113_12_1.tif,284.08099365234375,292.6234130859375,294.8481750488281,294.80950927734375,294.8277587890625,296.39300537109375,301.8376770019531,1.7029442460625432e-06
chip_20160201_L30_T36QYL_2016004T080113_10_11.tif,283.79388427734375,292.5843505859375,294.5161437988281,294.48529052734375,294.5289306640625,296.10198974609375,301.4626770019531,3.893414941558149e-06
chip_20160201_L30_T36QYL_2016004T080113_12_12.tif,284.69818115234375,293.0550537109375,295.4575500488281,295.42083740234375,295.4351806640625,296.94769287109375,302.2322082519531,1.7849006326287054e-06
chip_20160201_L30_T36QYL_2016004T080113_6_6.tif,281.37005615234375,292.6722412109375,294.7524719238281,294.70794677734375,294.7008056640625,296.31488037109375,302.1521301269531,3.438929525145795e-06
chip_20160201_L30_T36QYL_2016004T080113_9_12.tif,282.88372802734375,292.2855224609375,294.6802062988281,294.63763427734375,294.6343994140625,296.22698974609375,301.8513488769531,4.213789907225873e-06
chip_20160201_L30_T36QZK_2016004T080113_0_2.tif,283.99896240234375,292.2171630859375,294.6040344238281,294.56536865234375,294.5699462890625,296.18206787109375,301.7829895019531,1.6358890206902288e-06
chip_20160201_L30_T36QZK_2016004T080113_0_6.tif,282.33294677734375,292.7835693359375,295.8130187988281,295.75482177734375,295.6597900390625,297.82855224609375,303.4919738769531,1.241008249053266e-06
chip_20160201_L30_T37QBE_2016004T080113_0_12.tif,281.73333740234375,294.0726318359375,298.0102844238281,297.92864990234375,297.6168212890625,299.65667724609375,305.5466613769531,1.7923512132256292e-06
chip_20160201_L30_T37QBE_2016004T080113_5_6.tif,283.90130615234375,292.5882568359375,296.1743469238281,296.11029052734375,295.9488525390625,297.64886474609375,303.1150207519531,4.563967195281293e-06
chip_20160201_L30_T37QBE_2016004T080113_6_7.tif,285.12982177734375,293.4925537109375,295.9263000488281,295.87982177734375,295.8218994140625,296.97308349609375,302.5466613769531,3.5879411370842718e-06
chip_20160201_L30_T37QBE_2016004T080113_8_6.tif,285.97943115234375,294.2445068359375,296.3638000488281,296.33099365234375,296.3101806640625,297.35198974609375,302.6950988769531,2.5672115953057073e-06
chip_20160201_L30_T37QDV_2015364T074418_8_11.tif,291.16302490234375,295.9671630859375,298.0102844238281,298.03021240234375,297.9996337890625,298.78753662109375,302.6306457519531,0.000871163
chip_20160201_L30_T37QFB_2015364T074330_12_2.tif,293.03021240234375,298.9730224609375,302.0630187988281,302.03216552734375,301.9801025390625,302.28948974609375,304.5251770019531,0.000302021
chip_20160201_L30_T38PMS_2016003T072132_11_8.tif,289.62005615234375,296.3245849609375,299.2641906738281,299.24700927734375,299.2789306640625,299.85394287109375,302.1384582519531,9.932045213645324e-05
chip_20160201_L30_T38PMS_2016003T072132_12_6.tif,290.68646240234375,297.0882568359375,300.9223937988281,300.88958740234375,300.8883056640625,301.29144287109375,303.2829895019531,0.000129421
chip_20160201_L30_T38PMS_2016003T072132_8_12.tif,286.86810302734375,293.9632568359375,298.4946594238281,298.50482177734375,298.2828369140625,298.48089599609375,300.2810363769531,0.00016689
chip_20160201_L30_T38PMS_2016003T072132_9_12.tif,286.23919677734375,293.8675537109375,298.1216125488281,298.18060302734375,297.9664306640625,298.10784912109375,299.7575988769531,0.000147891
chip_20160201_L30_T40REP_2016002T063354_11_7.tif,,,,,,,,
chip_20160201_L30_T40REP_2016002T063354_12_7.tif,283.74896240234375,294.1077880859375,296.9751281738281,296.99896240234375,297.5035400390625,298.92034912109375,303.1072082519531,3.9633850974496454e-05
chip_20160201_L30_T40REP_2016002T063354_9_6.tif,284.15325927734375,294.1077880859375,296.2641906738281,296.60833740234375,296.7984619140625,297.66253662109375,301.7947082519531,5.93778895563446e-05
chip_20160201_L30_T42RYQ_2016003T053753_11_1.tif,274.06732177734375,293.1370849609375,295.1235656738281,295.09466552734375,294.9879150390625,295.18988037109375,297.5271301269531,9.980539289244916e-06
chip_20160201_L30_T42RYR_2016003T053753_11_11.tif,274.19036865234375,292.8070068359375,294.6138000488281,294.59857177734375,294.4957275390625,294.68988037109375,296.8318176269531,1.3281146493682172e-05
chip_20160201_L30_T43RBH_2016003T053816_3_4.tif,277.74896240234375,294.6761474609375,295.8188781738281,296.48724365234375,296.3941650390625,296.41058349609375,298.0935363769531,2.9844441087334417e-06
chip_20160201_L30_T43RBH_2016003T053816_5_7.tif,277.28021240234375,294.2698974609375,295.2055969238281,295.85443115234375,295.7418212890625,295.69573974609375,297.0486145019531,3.625194040068891e-06
chip_20160201_L30_T43RBJ_2016003T053816_3_10.tif,275.84075927734375,293.9906005859375,296.6665344238281,296.72747802734375,296.6500244140625,296.76019287109375,298.3064270019531,9.645263162383344e-06
chip_20160201_L30_T43RBJ_2016003T053816_3_5.tif,275.22943115234375,294.9202880859375,296.4360656738281,296.77825927734375,296.7320556640625,296.89495849609375,298.8865051269531,1.304272791458061e-05
chip_20160201_L30_T43RBJ_2016003T053816_4_5.tif,275.49700927734375,294.7816162109375,296.8891906738281,296.95013427734375,296.9019775390625,297.07073974609375,298.8298645019531,1.399640223098686e-05
chip_20160201_L30_T43RBJ_2016003T053816_8_4.tif,275.85247802734375,294.4066162109375,296.7505187988281,296.81341552734375,296.7711181640625,296.94769287109375,298.6872863769531,1.1656919923552778e-05
chip_20160201_L30_T43RBK_2016003T053753_0_3.tif,273.64349365234375,293.3050537109375,295.2427062988281,295.26654052734375,295.0933837890625,295.12347412109375,296.7986145019531,4.26594397140434e-06
chip_20160201_L30_T43RBK_2016003T053753_10_11.tif,275.44818115234375,293.8812255859375,296.2739562988281,296.32318115234375,296.2691650390625,296.45745849609375,298.3572082519531,1.8749873561318964e-05
chip_20160201_L30_T43RBK_2016003T053753_11_3.tif,274.07513427734375,292.8421630859375,294.9126281738281,294.96185302734375,294.8551025390625,294.97308349609375,296.6540832519531,1.5479068679269403e-05
chip_20160201_L30_T43RBK_2016003T053753_12_0.tif,274.20599365234375,292.6722412109375,294.5298156738281,294.57318115234375,294.4703369140625,294.61175537109375,296.4587707519531,1.868281833594665e-05
chip_20160201_L30_T43RBK_2016003T053753_3_3.tif,273.68646240234375,293.1663818359375,294.8130187988281,294.83294677734375,294.7027587890625,294.79925537109375,296.4822082519531,1.3310948816069867e-05
chip_20160201_L30_T43RBK_2016003T053753_4_0.tif,273.90716552734375,292.7777099609375,294.7388000488281,294.77630615234375,294.6480712890625,294.76605224609375,296.6208801269531,1.1612216439971235e-05
chip_20160201_L30_T43RBK_2016003T053753_4_3.tif,273.68646240234375,293.1663818359375,294.8130187988281,294.83294677734375,294.7027587890625,294.79925537109375,296.4822082519531,1.3310948816069867e-05
chip_20160201_L30_T43RBK_2016003T053753_5_1.tif,273.75091552734375,292.8948974609375,294.6567687988281,294.69818115234375,294.5777587890625,294.70355224609375,296.5017395019531,1.1962393728026655e-05
chip_20160201_L30_T43RBK_2016003T053753_5_5.tif,273.74114990234375,293.3870849609375,295.2739562988281,295.31536865234375,295.1910400390625,295.27581787109375,296.8904113769531,1.5829245967324823e-05
chip_20160201_L30_T43RBK_2016003T053753_7_6.tif,274.04779052734375,293.3460693359375,295.2544250488281,295.30169677734375,295.1890869140625,295.28753662109375,296.8865051269531,1.1843184438475873e-05
chip_20160201_L30_T43RBK_2016003T053753_9_5.tif,274.27630615234375,293.2777099609375,295.2388000488281,295.28802490234375,295.1832275390625,295.28167724609375,296.8572082519531,1.2588242498168256e-05
chip_20160201_L30_T43RBL_2016003T053753_10_11.tif,274.30169677734375,292.6214599609375,294.4048156738281,294.44232177734375,294.3316650390625,294.47308349609375,296.3396301269531,1.335565229965141e-05
chip_20160201_L30_T43RBL_2016003T053753_1_11.tif,274.13958740234375,292.6683349609375,294.4341125488281,294.46771240234375,294.3375244140625,294.46136474609375,296.3454895019531,1.1127928701171186e-05
chip_20160201_L30_T43RBL_2016003T053753_6_12.tif,273.95599365234375,292.7620849609375,294.4712219238281,294.51068115234375,294.4019775390625,294.54730224609375,296.4177551269531,9.086469617614057e-06
chip_20160201_L30_T43RCJ_2016003T053816_0_2.tif,275.65130615234375,294.3070068359375,295.7368469238281,296.41107177734375,296.3492431640625,296.45355224609375,298.4372863769531,1.2074152436980512e-05
chip_20160201_L30_T43RDM_2016003T053729_0_5.tif,277.39739990234375,291.5238037109375,293.7466125488281,293.73138427734375,293.5660400390625,293.70550537109375,295.8630676269531,2.713177673285827e-05
chip_20160201_S30_T28QGK_2016001T112452_4_0.tif,266.83880615234375,292.7835693359375,293.4790344238281,293.48138427734375,293.7906494140625,296.14300537109375,302.0525207519531,2.7013220460503362e-06
chip_20160201_S30_T28QGK_2016001T112452_6_0.tif,266.83880615234375,292.7835693359375,293.4790344238281,293.48138427734375,293.7906494140625,296.14300537109375,302.0525207519531,2.7013220460503362e-06
chip_20160201_S30_T29RKH_2016001T112452_1_11.tif,268.02435302734375,292.1468505859375,292.8852844238281,292.88763427734375,293.1773681640625,295.44183349609375,301.7986145019531,1.15160128189018e-06
chip_20160201_S30_T29RKH_2016001T112452_1_12.tif,267.96185302734375,292.2132568359375,292.9555969238281,292.95794677734375,293.2437744140625,295.50823974609375,301.8415832519531,1.15160128189018e-06
chip_20160201_S30_T29RKH_2016001T112452_2_7.tif,268.20989990234375,291.9632568359375,292.7466125488281,292.75091552734375,293.0699462890625,295.35784912109375,301.7712707519531,1.15160128189018e-06
chip_20160201_S30_T29RKH_2016001T112452_2_9.tif,268.08685302734375,292.0863037109375,292.8266906738281,292.82904052734375,293.1304931640625,295.40472412109375,301.7771301269531,1.15160128189018e-06
chip_20160201_S30_T29RKH_2016001T112452_3_3.tif,268.34075927734375,291.8460693359375,292.6294250488281,292.63568115234375,292.9644775390625,295.25628662109375,301.7029113769531,1.15160128189018e-06
chip_20160201_S30_T29RKH_2016001T112452_3_5.tif,268.27630615234375,291.9007568359375,292.6587219238281,292.66693115234375,292.9996337890625,295.30511474609375,301.7419738769531,1.15160128189018e-06
chip_20160201_S30_T29RKH_2016001T112452_4_0.tif,268.56341552734375,291.7034912109375,292.5317687988281,292.53997802734375,292.8765869140625,295.17034912109375,301.6931457519531,1.15160128189018e-06
chip_20160201_S30_T37QGA_2016005T075212_8_4.tif,293.52825927734375,299.2679443359375,303.2466125488281,303.18450927734375,303.0347900390625,303.15667724609375,305.0798645019531,0.000304718
chip_20160201_S30_T37QGA_2016005T075212_9_3.tif,292.62005615234375,298.9906005859375,303.6372375488281,303.55169677734375,303.3492431640625,303.46917724609375,305.6208801269531,0.000341137
chip_20160301_L30_T28QDK_2016034T113117_4_12.tif,266.02008056640625,295.36492919921875,296.80535888671875,296.7387695,296.49224853515625,297.2115478515625,302.1553955078125,1.9005035937880166e-05
chip_20160301_L30_T28QDK_2016034T113117_4_8.tif,266.12945556640625,295.19110107421875,296.49871826171875,296.4301758,296.17193603515625,296.9576416015625,301.9503173828125,9.036159099196084e-06
chip_20160301_L30_T28QDK_2016034T113117_4_9.tif,266.11578369140625,295.28680419921875,296.64129638671875,296.5727539,296.31451416015625,297.0592041015625,302.0284423828125,1.1867379726027139e-05
chip_20160301_L30_T28QGL_2016029T111247_10_2.tif,266.15875244140625,294.28094482421875,295.36395263671875,295.2993164,295.06060791015625,296.0162353515625,301.1964111328125,1.0789390216814354e-06
chip_20160301_L30_T28QGL_2016029T111247_10_3.tif,266.12750244140625,294.29656982421875,295.32489013671875,295.2583008,295.01177978515625,295.9420166015625,301.1026611328125,1.0789390216814354e-06
chip_20160301_L30_T28QGL_2016029T111247_10_4.tif,266.12750244140625,294.29656982421875,295.32489013671875,295.2583008,295.01177978515625,295.9420166015625,301.1026611328125,1.0789390216814354e-06
chip_20160301_L30_T28QGL_2016029T111247_11_2.tif,266.15875244140625,294.28094482421875,295.36395263671875,295.2993164,295.06060791015625,296.0162353515625,301.1964111328125,1.0789390216814354e-06
chip_20160301_L30_T28QGL_2016029T111247_11_5.tif,266.11187744140625,294.33563232421875,295.46160888671875,295.3950195,295.13677978515625,296.0513916015625,301.1983642578125,1.0789390216814354e-06
chip_20160301_L30_T28QGL_2016029T111247_12_2.tif,266.15875244140625,294.28094482421875,295.36395263671875,295.2993164,295.06060791015625,296.0162353515625,301.1964111328125,1.0789390216814354e-06
chip_20160301_L30_T28QGL_2016029T111247_6_10.tif,266.12164306640625,294.48992919921875,295.63543701171875,295.5649414,295.29498291015625,296.1783447265625,301.2608642578125,1.0789390216814354e-06
chip_20160301_L30_T28QGL_2016029T111247_8_3.tif,266.12750244140625,294.29656982421875,295.32489013671875,295.2583008,295.01177978515625,295.9420166015625,301.1026611328125,1.0789390216814354e-06
chip_20160301_L30_T28QGL_2016029T111247_8_4.tif,266.12750244140625,294.29656982421875,295.32489013671875,295.2583008,295.01177978515625,295.9420166015625,301.1026611328125,1.0789390216814354e-06
chip_20160301_L30_T28QGL_2016029T111247_9_2.tif,266.15875244140625,294.28094482421875,295.36395263671875,295.2993164,295.06060791015625,296.0162353515625,301.1964111328125,1.0789390216814354e-06
chip_20160301_L30_T28QGL_2016029T111247_9_3.tif,266.12750244140625,294.29656982421875,295.32489013671875,295.2583008,295.01177978515625,295.9420166015625,301.1026611328125,1.0789390216814354e-06
chip_20160301_L30_T28QGL_2016029T111247_9_4.tif,266.12750244140625,294.29656982421875,295.32489013671875,295.2583008,295.01177978515625,295.9420166015625,301.1026611328125,1.0789390216814354e-06
chip_20160301_L30_T29QKG_2016029T111223_7_8.tif,266.27593994140625,294.03094482421875,295.27020263671875,295.2094727,295.00592041015625,296.0084228515625,301.2843017578125,1.0789390216814354e-06
chip_20160301_L30_T36QWL_2016034T081331_1_9.tif,280.27008056640625,297.95477294921875,296.84637451171875,297.465332,297.13873291015625,296.3482666015625,297.9835205078125,4.41679912910331e-06
chip_20160301_L30_T36QWL_2016034T081331_2_9.tif,276.24664306640625,298.88641357421875,301.59442138671875,301.5864258,300.79302978515625,298.9029541015625,302.7706298828125,3.701543391798623e-06
chip_20160301_L30_T36QWL_2016034T081331_3_10.tif,274.81109619140625,299.21453857421875,302.97723388671875,302.8500977,301.96295166015625,299.8541259765625,304.0987548828125,8.499717296217568e-06
chip_20160301_L30_T36QWL_2016034T081331_3_11.tif,274.94781494140625,299.17156982421875,302.73895263671875,302.8754883,301.97857666015625,299.8424072265625,304.0382080078125,1.4475082934950478e-05
chip_20160301_L30_T36QWL_2016034T081331_3_7.tif,274.37945556640625,298.74578857421875,301.31903076171875,301.2016602,300.33404541015625,298.3013916015625,302.5089111328125,2.4498458515154198e-06
chip_20160301_L30_T36QWL_2016034T081331_3_8.tif,274.61578369140625,299.11297607421875,302.25457763671875,302.1333008,301.25592041015625,299.1802978515625,303.3780517578125,3.358816684340127e-06
chip_20160301_L30_T36QWL_2016034T081331_4_10.tif,274.81109619140625,299.21453857421875,302.97723388671875,302.8500977,301.96295166015625,299.8541259765625,304.0987548828125,8.499717296217568e-06
chip_20160301_L30_T36QWL_2016034T081331_4_8.tif,274.61578369140625,299.11297607421875,302.25457763671875,302.1333008,301.25592041015625,299.1802978515625,303.3780517578125,3.358816684340127e-06
chip_20160301_L30_T36QWL_2016034T081331_4_9.tif,274.61578369140625,299.11297607421875,302.25457763671875,302.1333008,301.25592041015625,299.1802978515625,303.3780517578125,3.358816684340127e-06
chip_20160301_L30_T36QWL_2016034T081331_5_8.tif,274.25836181640625,298.94500732421875,301.85614013671875,301.7348633,300.84576416015625,298.7760009765625,302.9874267578125,5.072450221632607e-06
chip_20160301_L30_T36QWL_2016034T081331_5_9.tif,274.25836181640625,298.94500732421875,301.85614013671875,301.7348633,300.84576416015625,298.7760009765625,302.9874267578125,5.072450221632607e-06
chip_20160301_L30_T37PET_2016031T074438_0_4.tif,292.32476806640625,299.58563232421875,305.34051513671875,305.0825195,304.25396728515625,302.7584228515625,301.9757080078125,0.000164932
chip_20160301_L30_T37PET_2016031T074438_0_8.tif,292.03375244140625,298.34539794921875,301.44793701171875,301.4594727,300.87115478515625,299.8853759765625,299.4288330078125,0.000594071
chip_20160301_L30_T37PET_2016031T074438_1_6.tif,293.14898681640625,299.88250732421875,303.87762451171875,303.621582,302.83013916015625,301.6217041015625,301.1417236328125,0.000195405
chip_20160301_L30_T37PET_2016031T074438_2_6.tif,293.68218994140625,299.89227294921875,304.57489013671875,304.2758789,303.42388916015625,302.0592041015625,301.4307861328125,0.000227994
chip_20160301_L30_T37PET_2016031T074438_3_6.tif,294.72320556640625,300.34930419921875,305.64715576171875,305.4379883,304.71295166015625,303.4107666015625,303.0343017578125,0.000304884
chip_20160301_L30_T40RDP_2016032T064613_1_1.tif,,,,,,,,
chip_20160301_L30_T40RDP_2016032T064613_1_2.tif,286.79742431640625,295.65399169921875,299.27410888671875,299.8461914,299.73638916015625,300.4752197265625,302.3311767578125,0.001127145
chip_20160301_L30_T40RFP_2016034T063351_3_4.tif,285.64117431640625,296.55633544921875,298.61199951171875,298.5942383,298.36138916015625,298.8951416015625,301.1749267578125,0.001384294
chip_20160301_L30_T40RFP_2016034T063351_4_3.tif,283.42828369140625,295.54266357421875,298.41473388671875,298.3911133,298.10552978515625,298.5982666015625,300.8604736328125,0.001339322
